lr_values
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
2.5e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
1.25e-05
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
6.25e-06
